data,model,attack,adv_param,defence,acc_no_def,acc_on_adv,fpr
cifar10,resnet,cw2,10.0,baard,0.0,0.157,0.061
cifar10,resnet,cw2,10.0,baard,0.0,0.172,0.07
cifar10,resnet,cw2,10.0,baard,0.0,0.17,0.067
cifar10,resnet,cw2,10.0,fs,0.0,0.8809999999999999,0.073
cifar10,resnet,cw2,10.0,fs,0.0,0.847,0.043
cifar10,resnet,cw2,10.0,fs,0.0,0.87,0.05
cifar10,resnet,cw2,10.0,fs,0.0,0.88,0.052000000000000005
cifar10,resnet,cw2,10.0,fs,0.0,0.5710000000000001,0.083
cifar10,resnet,cw2,10.0,lid,0.0,0.0,0.0
cifar10,resnet,cw2,10.0,lid,0.0,0.0,0.0
cifar10,resnet,cw2,10.0,lid,0.0,0.0,0.0
cifar10,resnet,cw2,10.0,lid,0.0,0.0,0.0
cifar10,resnet,cw2,10.0,lid,0.0,0.0,0.0
cifar10,resnet,cw2,10.0,magnet,0.0,0.218,0.002
cifar10,resnet,cw2,10.0,magnet,0.0,0.409,0.002
cifar10,resnet,cw2,10.0,magnet,0.0,0.45399999999999996,0.002
cifar10,resnet,cw2,10.0,magnet,0.0,0.429,0.002
cifar10,resnet,cw2,10.0,magnet,0.0,0.314,0.002
cifar10,resnet,cw2,10.0,rc,0.0,0.0,0.003
cifar10,resnet,cw2,10.0,rc,0.0,0.0,0.002
cifar10,resnet,cw2,10.0,rc,0.0,0.0,0.005
cifar10,resnet,cw2,10.0,rc,0.0,0.0,0.003
cifar10,resnet,cw2,10.0,rc,0.0,0.0,0.002
cifar10,resnet,deepfool,0.0,baard,0.025,0.191,0.062
cifar10,resnet,deepfool,0.0,baard,0.024,0.132,0.034
cifar10,resnet,deepfool,0.0,baard,0.037000000000000005,0.205,0.061
cifar10,resnet,deepfool,0.0,baard,0.023,0.184,0.07
cifar10,resnet,deepfool,0.0,baard,0.038,0.209,0.067
cifar10,resnet,deepfool,0.0,fs,0.025,0.379,0.073
cifar10,resnet,deepfool,0.0,fs,0.024,0.28800000000000003,0.043
cifar10,resnet,deepfool,0.0,fs,0.037000000000000005,0.33299999999999996,0.05
cifar10,resnet,deepfool,0.0,fs,0.023,0.35700000000000004,0.052000000000000005
cifar10,resnet,deepfool,0.0,fs,0.038,0.207,0.083
cifar10,resnet,deepfool,0.0,lid,0.025,0.621,0.08
cifar10,resnet,deepfool,0.0,lid,0.024,0.5720000000000001,0.069
cifar10,resnet,deepfool,0.0,lid,0.037000000000000005,0.56,0.064
cifar10,resnet,deepfool,0.0,lid,0.023,0.614,0.084
cifar10,resnet,deepfool,0.0,lid,0.038,0.34600000000000003,0.125
cifar10,resnet,deepfool,0.0,magnet,0.025,0.68,0.002
cifar10,resnet,deepfool,0.0,magnet,0.024,0.722,0.002
cifar10,resnet,deepfool,0.0,magnet,0.037000000000000005,0.7390000000000001,0.002
cifar10,resnet,deepfool,0.0,magnet,0.023,0.72,0.002
cifar10,resnet,deepfool,0.0,magnet,0.038,0.8270000000000001,0.002
cifar10,resnet,deepfool,0.0,rc,0.025,0.56,0.003
cifar10,resnet,deepfool,0.0,rc,0.024,0.584,0.002
cifar10,resnet,deepfool,0.0,rc,0.037000000000000005,0.591,0.005
cifar10,resnet,deepfool,0.0,rc,0.023,0.606,0.003
cifar10,resnet,deepfool,0.0,rc,0.038,0.892,0.002
cifar10,resnet,fgsm,0.031,baard,0.342,0.43700000000000006,0.062
cifar10,resnet,fgsm,0.031,baard,0.348,0.401,0.034
cifar10,resnet,fgsm,0.031,baard,0.317,0.413,0.061
cifar10,resnet,fgsm,0.031,baard,0.331,0.434,0.07
cifar10,resnet,fgsm,0.031,baard,0.083,0.245,0.067
cifar10,resnet,fgsm,0.031,fs,0.342,0.561,0.073
cifar10,resnet,fgsm,0.031,fs,0.348,0.516,0.043
cifar10,resnet,fgsm,0.031,fs,0.317,0.51,0.05
cifar10,resnet,fgsm,0.031,fs,0.331,0.527,0.052000000000000005
cifar10,resnet,fgsm,0.031,fs,0.083,0.209,0.083
cifar10,resnet,fgsm,0.031,lid,0.342,0.40299999999999997,0.015
cifar10,resnet,fgsm,0.031,lid,0.348,0.348,0.0
cifar10,resnet,fgsm,0.031,lid,0.317,0.317,0.0
cifar10,resnet,fgsm,0.031,lid,0.331,0.331,0.0
cifar10,resnet,fgsm,0.031,lid,0.083,0.201,0.052000000000000005
cifar10,resnet,fgsm,0.031,magnet,0.342,0.373,0.002
cifar10,resnet,fgsm,0.031,magnet,0.348,0.408,0.002
cifar10,resnet,fgsm,0.031,magnet,0.317,0.39299999999999996,0.002
cifar10,resnet,fgsm,0.031,magnet,0.331,0.405,0.002
cifar10,resnet,fgsm,0.031,magnet,0.083,0.111,0.002
cifar10,resnet,fgsm,0.031,rc,0.342,0.342,0.003
cifar10,resnet,fgsm,0.031,rc,0.348,0.35,0.002
cifar10,resnet,fgsm,0.031,rc,0.317,0.321,0.005
cifar10,resnet,fgsm,0.031,rc,0.331,0.337,0.003
cifar10,resnet,fgsm,0.031,rc,0.083,0.085,0.002
cifar10,resnet,fgsm,0.1,baard,0.252,0.47100000000000003,0.062
cifar10,resnet,fgsm,0.1,baard,0.217,0.41200000000000003,0.034
cifar10,resnet,fgsm,0.1,baard,0.21100000000000002,0.469,0.061
cifar10,resnet,fgsm,0.1,baard,0.247,0.501,0.07
cifar10,resnet,fgsm,0.1,baard,0.063,0.395,0.067
cifar10,resnet,fgsm,0.1,fs,0.252,0.44799999999999995,0.073
cifar10,resnet,fgsm,0.1,fs,0.217,0.423,0.043
cifar10,resnet,fgsm,0.1,fs,0.21100000000000002,0.382,0.05
cifar10,resnet,fgsm,0.1,fs,0.247,0.462,0.052000000000000005
cifar10,resnet,fgsm,0.1,fs,0.063,0.10400000000000001,0.083
cifar10,resnet,fgsm,0.1,lid,0.252,0.252,0.0
cifar10,resnet,fgsm,0.1,lid,0.217,0.217,0.0
cifar10,resnet,fgsm,0.1,lid,0.21100000000000002,0.21100000000000002,0.0
cifar10,resnet,fgsm,0.1,lid,0.247,0.349,0.009000000000000001
cifar10,resnet,fgsm,0.1,lid,0.063,0.063,0.0
cifar10,resnet,fgsm,0.1,magnet,0.252,0.29100000000000004,0.002
cifar10,resnet,fgsm,0.1,magnet,0.217,0.278,0.002
cifar10,resnet,fgsm,0.1,magnet,0.21100000000000002,0.243,0.002
cifar10,resnet,fgsm,0.1,magnet,0.247,0.284,0.002
cifar10,resnet,fgsm,0.1,magnet,0.063,0.073,0.002
cifar10,resnet,fgsm,0.1,rc,0.252,0.252,0.003
cifar10,resnet,fgsm,0.1,rc,0.217,0.21600000000000003,0.002
cifar10,resnet,fgsm,0.1,rc,0.21100000000000002,0.212,0.005
cifar10,resnet,fgsm,0.1,rc,0.247,0.245,0.003
cifar10,resnet,fgsm,0.1,rc,0.063,0.065,0.002
cifar10,resnet,fgsm,0.3,baard,0.13,1.0,0.062
cifar10,resnet,fgsm,0.3,baard,0.128,1.0,0.034
cifar10,resnet,fgsm,0.3,baard,0.10300000000000001,1.0,0.061
cifar10,resnet,fgsm,0.3,baard,0.127,1.0,0.07
cifar10,resnet,fgsm,0.3,baard,0.094,1.0,0.067
cifar10,resnet,fgsm,0.3,fs,0.13,0.5,0.073
cifar10,resnet,fgsm,0.3,fs,0.128,0.39,0.043
cifar10,resnet,fgsm,0.3,fs,0.10300000000000001,0.147,0.05
cifar10,resnet,fgsm,0.3,fs,0.127,0.258,0.052000000000000005
cifar10,resnet,fgsm,0.3,fs,0.094,0.106,0.083
cifar10,resnet,fgsm,0.3,lid,0.13,0.364,0.003
cifar10,resnet,fgsm,0.3,lid,0.128,0.128,0.0
cifar10,resnet,fgsm,0.3,lid,0.10300000000000001,0.10300000000000001,0.0
cifar10,resnet,fgsm,0.3,lid,0.127,0.7,0.021
cifar10,resnet,fgsm,0.3,lid,0.094,0.094,0.0
cifar10,resnet,fgsm,0.3,magnet,0.13,1.0,0.002
cifar10,resnet,fgsm,0.3,magnet,0.128,0.998,0.002
cifar10,resnet,fgsm,0.3,magnet,0.10300000000000001,1.0,0.002
cifar10,resnet,fgsm,0.3,magnet,0.127,1.0,0.002
cifar10,resnet,fgsm,0.3,magnet,0.094,1.0,0.002
cifar10,resnet,fgsm,0.3,rc,0.13,0.13,0.003
cifar10,resnet,fgsm,0.3,rc,0.128,0.129,0.002
cifar10,resnet,fgsm,0.3,rc,0.10300000000000001,0.10400000000000001,0.005
cifar10,resnet,fgsm,0.3,rc,0.127,0.129,0.003
cifar10,resnet,fgsm,0.3,rc,0.094,0.092,0.002
cifar10,resnet,fgsm,0.6,baard,0.10800000000000001,1.0,0.062
cifar10,resnet,fgsm,0.6,baard,0.11699999999999999,1.0,0.034
cifar10,resnet,fgsm,0.6,baard,0.095,1.0,0.061
cifar10,resnet,fgsm,0.6,baard,0.10800000000000001,1.0,0.07
cifar10,resnet,fgsm,0.6,baard,0.109,1.0,0.067
cifar10,resnet,fgsm,0.6,fs,0.10800000000000001,0.494,0.073
cifar10,resnet,fgsm,0.6,fs,0.11699999999999999,0.597,0.043
cifar10,resnet,fgsm,0.6,fs,0.095,0.12,0.05
cifar10,resnet,fgsm,0.6,fs,0.10800000000000001,0.141,0.052000000000000005
cifar10,resnet,fgsm,0.6,fs,0.109,0.113,0.083
cifar10,resnet,fgsm,0.6,lid,0.10800000000000001,0.336,0.005
cifar10,resnet,fgsm,0.6,lid,0.11699999999999999,0.11699999999999999,0.0
cifar10,resnet,fgsm,0.6,lid,0.095,0.095,0.0
cifar10,resnet,fgsm,0.6,lid,0.10800000000000001,0.687,0.019
cifar10,resnet,fgsm,0.6,lid,0.109,0.146,0.001
cifar10,resnet,fgsm,0.6,magnet,0.10800000000000001,1.0,0.002
cifar10,resnet,fgsm,0.6,magnet,0.11699999999999999,1.0,0.002
cifar10,resnet,fgsm,0.6,magnet,0.095,1.0,0.002
cifar10,resnet,fgsm,0.6,magnet,0.10800000000000001,1.0,0.002
cifar10,resnet,fgsm,0.6,magnet,0.109,1.0,0.002
cifar10,resnet,fgsm,0.6,rc,0.10800000000000001,0.10800000000000001,0.003
cifar10,resnet,fgsm,0.6,rc,0.11699999999999999,0.11699999999999999,0.002
cifar10,resnet,fgsm,0.6,rc,0.095,0.09699999999999999,0.005
cifar10,resnet,fgsm,0.6,rc,0.10800000000000001,0.107,0.003
cifar10,resnet,fgsm,0.6,rc,0.109,0.109,0.002
cifar10,resnet,fgsm,1.0,baard,0.102,1.0,0.062
cifar10,resnet,fgsm,1.0,baard,0.11599999999999999,1.0,0.034
cifar10,resnet,fgsm,1.0,baard,0.091,1.0,0.061
cifar10,resnet,fgsm,1.0,baard,0.105,1.0,0.07
cifar10,resnet,fgsm,1.0,baard,0.111,1.0,0.067
cifar10,resnet,fgsm,1.0,fs,0.102,0.375,0.073
cifar10,resnet,fgsm,1.0,fs,0.11599999999999999,0.521,0.043
cifar10,resnet,fgsm,1.0,fs,0.091,0.12,0.05
cifar10,resnet,fgsm,1.0,fs,0.105,0.11900000000000001,0.052000000000000005
cifar10,resnet,fgsm,1.0,fs,0.111,0.113,0.083
cifar10,resnet,fgsm,1.0,lid,0.102,0.301,0.006999999999999999
cifar10,resnet,fgsm,1.0,lid,0.11599999999999999,0.158,0.011000000000000001
cifar10,resnet,fgsm,1.0,lid,0.091,0.091,0.0
cifar10,resnet,fgsm,1.0,lid,0.105,0.682,0.024
cifar10,resnet,fgsm,1.0,lid,0.111,0.18100000000000002,0.003
cifar10,resnet,fgsm,1.0,magnet,0.102,1.0,0.002
cifar10,resnet,fgsm,1.0,magnet,0.11599999999999999,1.0,0.002
cifar10,resnet,fgsm,1.0,magnet,0.091,1.0,0.002
cifar10,resnet,fgsm,1.0,magnet,0.105,1.0,0.002
cifar10,resnet,fgsm,1.0,magnet,0.111,1.0,0.002
cifar10,resnet,fgsm,1.0,rc,0.102,0.102,0.003
cifar10,resnet,fgsm,1.0,rc,0.11599999999999999,0.11599999999999999,0.002
cifar10,resnet,fgsm,1.0,rc,0.091,0.09,0.005
cifar10,resnet,fgsm,1.0,rc,0.105,0.10300000000000001,0.003
cifar10,resnet,fgsm,1.0,rc,0.111,0.111,0.002
cifar10,resnet,fgsm,1.5,baard,0.102,1.0,0.062
cifar10,resnet,fgsm,1.5,baard,0.11599999999999999,1.0,0.034
cifar10,resnet,fgsm,1.5,baard,0.091,1.0,0.061
cifar10,resnet,fgsm,1.5,baard,0.105,1.0,0.07
cifar10,resnet,fgsm,1.5,baard,0.111,1.0,0.067
cifar10,resnet,fgsm,1.5,fs,0.102,0.375,0.073
cifar10,resnet,fgsm,1.5,fs,0.11599999999999999,0.521,0.043
cifar10,resnet,fgsm,1.5,fs,0.091,0.12,0.05
cifar10,resnet,fgsm,1.5,fs,0.105,0.11900000000000001,0.052000000000000005
cifar10,resnet,fgsm,1.5,fs,0.111,0.113,0.083
cifar10,resnet,fgsm,1.5,lid,0.102,0.39399999999999996,0.008
cifar10,resnet,fgsm,1.5,lid,0.11599999999999999,0.149,0.006999999999999999
cifar10,resnet,fgsm,1.5,lid,0.091,0.091,0.0
cifar10,resnet,fgsm,1.5,lid,0.105,0.637,0.022000000000000002
cifar10,resnet,fgsm,1.5,lid,0.111,0.111,0.0
cifar10,resnet,fgsm,1.5,magnet,0.102,1.0,0.002
cifar10,resnet,fgsm,1.5,magnet,0.11599999999999999,1.0,0.002
cifar10,resnet,fgsm,1.5,magnet,0.091,1.0,0.002
cifar10,resnet,fgsm,1.5,magnet,0.105,1.0,0.002
cifar10,resnet,fgsm,1.5,magnet,0.111,1.0,0.002
cifar10,resnet,fgsm,1.5,rc,0.102,0.102,0.003
cifar10,resnet,fgsm,1.5,rc,0.11599999999999999,0.11599999999999999,0.002
cifar10,resnet,fgsm,1.5,rc,0.091,0.09,0.005
cifar10,resnet,fgsm,1.5,rc,0.105,0.10300000000000001,0.003
cifar10,resnet,fgsm,1.5,rc,0.111,0.111,0.002
cifar10,resnet,fgsm,2.0,baard,0.102,1.0,0.062
cifar10,resnet,fgsm,2.0,baard,0.11599999999999999,1.0,0.034
cifar10,resnet,fgsm,2.0,baard,0.091,1.0,0.061
cifar10,resnet,fgsm,2.0,baard,0.105,1.0,0.07
cifar10,resnet,fgsm,2.0,baard,0.111,1.0,0.067
cifar10,resnet,fgsm,2.0,fs,0.102,0.375,0.073
cifar10,resnet,fgsm,2.0,fs,0.11599999999999999,0.521,0.043
cifar10,resnet,fgsm,2.0,fs,0.091,0.12,0.05
cifar10,resnet,fgsm,2.0,fs,0.105,0.11900000000000001,0.052000000000000005
cifar10,resnet,fgsm,2.0,fs,0.111,0.113,0.083
cifar10,resnet,fgsm,2.0,lid,0.102,0.38299999999999995,0.006
cifar10,resnet,fgsm,2.0,lid,0.11599999999999999,0.11599999999999999,0.0
cifar10,resnet,fgsm,2.0,lid,0.091,0.091,0.0
cifar10,resnet,fgsm,2.0,lid,0.105,0.638,0.016
cifar10,resnet,fgsm,2.0,lid,0.111,0.3,0.011000000000000001
cifar10,resnet,fgsm,2.0,magnet,0.102,1.0,0.002
cifar10,resnet,fgsm,2.0,magnet,0.11599999999999999,1.0,0.002
cifar10,resnet,fgsm,2.0,magnet,0.091,1.0,0.002
cifar10,resnet,fgsm,2.0,magnet,0.105,1.0,0.002
cifar10,resnet,fgsm,2.0,magnet,0.111,1.0,0.002
cifar10,resnet,fgsm,2.0,rc,0.102,0.102,0.003
cifar10,resnet,fgsm,2.0,rc,0.11599999999999999,0.11599999999999999,0.002
cifar10,resnet,fgsm,2.0,rc,0.091,0.09,0.005
cifar10,resnet,fgsm,2.0,rc,0.105,0.10300000000000001,0.003
cifar10,resnet,fgsm,2.0,rc,0.111,0.111,0.002
cifar10,resnet,line,1.0,baard,0.7440000000000001,0.778,0.062
cifar10,resnet,line,1.0,baard,0.767,0.7929999999999999,0.034
cifar10,resnet,line,1.0,baard,0.752,0.79,0.061
cifar10,resnet,line,1.0,baard,0.778,0.815,0.07
cifar10,resnet,line,1.0,baard,0.718,0.77,0.067
cifar10,resnet,line,1.0,fs,0.7440000000000001,0.847,0.073
cifar10,resnet,line,1.0,fs,0.767,0.8440000000000001,0.043
cifar10,resnet,line,1.0,fs,0.752,0.861,0.05
cifar10,resnet,line,1.0,fs,0.778,0.883,0.052000000000000005
cifar10,resnet,line,1.0,fs,0.718,0.763,0.083
cifar10,resnet,line,1.0,lid,0.7440000000000001,0.7440000000000001,0.0
cifar10,resnet,line,1.0,lid,0.767,0.767,0.0
cifar10,resnet,line,1.0,lid,0.752,0.752,0.0
cifar10,resnet,line,1.0,lid,0.778,0.778,0.0
cifar10,resnet,line,1.0,lid,0.718,0.718,0.0
cifar10,resnet,line,1.0,magnet,0.7440000000000001,0.784,0.002
cifar10,resnet,line,1.0,magnet,0.767,0.7390000000000001,0.002
cifar10,resnet,line,1.0,magnet,0.752,0.741,0.002
cifar10,resnet,line,1.0,magnet,0.778,0.757,0.002
cifar10,resnet,line,1.0,magnet,0.718,0.757,0.002
cifar10,resnet,line,1.0,rc,0.7440000000000001,0.754,0.003
cifar10,resnet,line,1.0,rc,0.767,0.7709999999999999,0.002
cifar10,resnet,line,1.0,rc,0.752,0.752,0.005
cifar10,resnet,line,1.0,rc,0.778,0.7829999999999999,0.003
cifar10,resnet,line,1.0,rc,0.718,0.725,0.002
cifar10,vgg,apgd,0.031,baard,0.001,0.109,0.057
cifar10,vgg,apgd,0.031,baard,0.0,0.138,0.079
cifar10,vgg,apgd,0.031,baard,0.001,0.11,0.065
cifar10,vgg,apgd,0.031,baard,0.0,0.11800000000000001,0.064
cifar10,vgg,apgd,0.031,baard,0.001,0.14,0.068
cifar10,vgg,apgd,0.031,fs,0.001,0.9179999999999999,0.062
cifar10,vgg,apgd,0.031,fs,0.0,0.879,0.036000000000000004
cifar10,vgg,apgd,0.031,fs,0.001,0.8759999999999999,0.042
cifar10,vgg,apgd,0.031,fs,0.0,0.878,0.044000000000000004
cifar10,vgg,apgd,0.031,fs,0.001,0.9009999999999999,0.049
cifar10,vgg,apgd,0.031,lid,0.001,0.001,0.0
cifar10,vgg,apgd,0.031,lid,0.0,0.0,0.0
cifar10,vgg,apgd,0.031,lid,0.001,0.001,0.0
cifar10,vgg,apgd,0.031,lid,0.0,0.0,0.0
cifar10,vgg,apgd,0.031,lid,0.001,0.001,0.0
cifar10,vgg,apgd,0.031,magnet,0.001,0.042,0.002
cifar10,vgg,apgd,0.031,magnet,0.0,0.044000000000000004,0.001
cifar10,vgg,apgd,0.031,magnet,0.001,0.045,0.004
cifar10,vgg,apgd,0.031,magnet,0.0,0.03,0.002
cifar10,vgg,apgd,0.031,magnet,0.001,0.151,0.0
cifar10,vgg,apgd,0.031,rc,0.001,0.001,0.004
cifar10,vgg,apgd,0.031,rc,0.0,0.003,0.004
cifar10,vgg,apgd,0.031,rc,0.001,0.001,0.002
cifar10,vgg,apgd,0.031,rc,0.0,0.001,0.005
cifar10,vgg,apgd,0.031,rc,0.001,0.002,0.001
cifar10,vgg,apgd,0.1,baard,0.0,0.13,0.057
cifar10,vgg,apgd,0.1,baard,0.0,0.17600000000000002,0.079
cifar10,vgg,apgd,0.1,baard,0.0,0.136,0.065
cifar10,vgg,apgd,0.1,baard,0.0,0.129,0.064
cifar10,vgg,apgd,0.1,baard,0.0,0.161,0.068
cifar10,vgg,apgd,0.1,fs,0.0,1.0,0.062
cifar10,vgg,apgd,0.1,fs,0.0,0.9990000000000001,0.036000000000000004
cifar10,vgg,apgd,0.1,fs,0.0,0.997,0.042
cifar10,vgg,apgd,0.1,fs,0.0,0.998,0.044000000000000004
cifar10,vgg,apgd,0.1,fs,0.0,1.0,0.049
cifar10,vgg,apgd,0.1,lid,0.0,0.0,0.0
cifar10,vgg,apgd,0.1,lid,0.0,0.0,0.0
cifar10,vgg,apgd,0.1,lid,0.0,0.0,0.0
cifar10,vgg,apgd,0.1,lid,0.0,0.27,0.04
cifar10,vgg,apgd,0.1,lid,0.0,0.0,0.0
cifar10,vgg,apgd,0.1,magnet,0.0,0.366,0.002
cifar10,vgg,apgd,0.1,magnet,0.0,0.371,0.001
cifar10,vgg,apgd,0.1,magnet,0.0,0.439,0.004
cifar10,vgg,apgd,0.1,magnet,0.0,0.256,0.002
cifar10,vgg,apgd,0.1,magnet,0.0,0.7190000000000001,0.0
cifar10,vgg,apgd,0.1,rc,0.0,0.0,0.004
cifar10,vgg,apgd,0.1,rc,0.0,0.0,0.004
cifar10,vgg,apgd,0.1,rc,0.0,0.0,0.002
cifar10,vgg,apgd,0.1,rc,0.0,0.0,0.005
cifar10,vgg,apgd,0.1,rc,0.0,0.0,0.001
cifar10,vgg,apgd,0.3,baard,0.0,0.953,0.057
cifar10,vgg,apgd,0.3,baard,0.0,0.9570000000000001,0.079
cifar10,vgg,apgd,0.3,baard,0.0,0.976,0.065
cifar10,vgg,apgd,0.3,baard,0.0,0.883,0.064
cifar10,vgg,apgd,0.3,baard,0.0,0.996,0.068
cifar10,vgg,apgd,0.3,fs,0.0,1.0,0.062
cifar10,vgg,apgd,0.3,fs,0.0,1.0,0.036000000000000004
cifar10,vgg,apgd,0.3,fs,0.0,1.0,0.042
cifar10,vgg,apgd,0.3,fs,0.0,1.0,0.044000000000000004
cifar10,vgg,apgd,0.3,fs,0.0,1.0,0.049
cifar10,vgg,apgd,0.3,lid,0.0,0.818,0.02
cifar10,vgg,apgd,0.3,lid,0.0,0.5589999999999999,0.008
cifar10,vgg,apgd,0.3,lid,0.0,0.85,0.021
cifar10,vgg,apgd,0.3,lid,0.0,0.958,0.036000000000000004
cifar10,vgg,apgd,0.3,lid,0.0,0.7290000000000001,0.006999999999999999
cifar10,vgg,apgd,0.3,magnet,0.0,1.0,0.002
cifar10,vgg,apgd,0.3,magnet,0.0,0.9990000000000001,0.001
cifar10,vgg,apgd,0.3,magnet,0.0,0.996,0.004
cifar10,vgg,apgd,0.3,magnet,0.0,0.991,0.002
cifar10,vgg,apgd,0.3,magnet,0.0,1.0,0.0
cifar10,vgg,apgd,0.3,rc,0.0,0.0,0.004
cifar10,vgg,apgd,0.3,rc,0.0,0.0,0.004
cifar10,vgg,apgd,0.3,rc,0.0,0.0,0.002
cifar10,vgg,apgd,0.3,rc,0.0,0.0,0.005
cifar10,vgg,apgd,0.3,rc,0.0,0.0,0.001
cifar10,vgg,apgd,0.6,baard,0.0,1.0,0.057
cifar10,vgg,apgd,0.6,baard,0.0,1.0,0.079
cifar10,vgg,apgd,0.6,baard,0.0,1.0,0.065
cifar10,vgg,apgd,0.6,baard,0.0,1.0,0.064
cifar10,vgg,apgd,0.6,baard,0.0,1.0,0.068
cifar10,vgg,apgd,0.6,fs,0.0,1.0,0.062
cifar10,vgg,apgd,0.6,fs,0.0,1.0,0.036000000000000004
cifar10,vgg,apgd,0.6,fs,0.0,1.0,0.042
cifar10,vgg,apgd,0.6,fs,0.0,1.0,0.044000000000000004
cifar10,vgg,apgd,0.6,fs,0.0,1.0,0.049
cifar10,vgg,apgd,0.6,lid,0.0,0.893,0.01
cifar10,vgg,apgd,0.6,lid,0.0,0.856,0.003
cifar10,vgg,apgd,0.6,lid,0.0,0.9390000000000001,0.006
cifar10,vgg,apgd,0.6,lid,0.0,0.978,0.013000000000000001
cifar10,vgg,apgd,0.6,lid,0.0,0.875,0.002
cifar10,vgg,apgd,0.6,magnet,0.0,1.0,0.002
cifar10,vgg,apgd,0.6,magnet,0.0,1.0,0.001
cifar10,vgg,apgd,0.6,magnet,0.0,1.0,0.004
cifar10,vgg,apgd,0.6,magnet,0.0,1.0,0.002
cifar10,vgg,apgd,0.6,magnet,0.0,1.0,0.0
cifar10,vgg,apgd,0.6,rc,0.0,0.0,0.004
cifar10,vgg,apgd,0.6,rc,0.0,0.0,0.004
cifar10,vgg,apgd,0.6,rc,0.0,0.0,0.002
cifar10,vgg,apgd,0.6,rc,0.0,0.0,0.005
cifar10,vgg,apgd,0.6,rc,0.0,0.0,0.001
cifar10,vgg,apgd,1.0,baard,0.0,1.0,0.057
cifar10,vgg,apgd,1.0,baard,0.0,1.0,0.079
cifar10,vgg,apgd,1.0,baard,0.0,1.0,0.065
cifar10,vgg,apgd,1.0,baard,0.0,1.0,0.064
cifar10,vgg,apgd,1.0,baard,0.0,1.0,0.068
cifar10,vgg,apgd,1.0,fs,0.0,1.0,0.062
cifar10,vgg,apgd,1.0,fs,0.0,1.0,0.036000000000000004
cifar10,vgg,apgd,1.0,fs,0.0,1.0,0.042
cifar10,vgg,apgd,1.0,fs,0.0,1.0,0.044000000000000004
cifar10,vgg,apgd,1.0,fs,0.0,1.0,0.049
cifar10,vgg,apgd,1.0,lid,0.0,0.977,0.01
cifar10,vgg,apgd,1.0,lid,0.0,0.8170000000000001,0.003
cifar10,vgg,apgd,1.0,lid,0.0,0.953,0.008
cifar10,vgg,apgd,1.0,lid,0.0,0.975,0.01
cifar10,vgg,apgd,1.0,lid,0.0,0.9359999999999999,0.008
cifar10,vgg,apgd,1.0,magnet,0.0,1.0,0.002
cifar10,vgg,apgd,1.0,magnet,0.0,1.0,0.001
cifar10,vgg,apgd,1.0,magnet,0.0,1.0,0.004
cifar10,vgg,apgd,1.0,magnet,0.0,1.0,0.002
cifar10,vgg,apgd,1.0,magnet,0.0,1.0,0.0
cifar10,vgg,apgd,1.0,rc,0.0,0.0,0.004
cifar10,vgg,apgd,1.0,rc,0.0,0.0,0.004
cifar10,vgg,apgd,1.0,rc,0.0,0.0,0.002
cifar10,vgg,apgd,1.0,rc,0.0,0.0,0.005
cifar10,vgg,apgd,1.0,rc,0.0,0.0,0.001
cifar10,vgg,apgd,1.5,baard,0.0,1.0,0.057
cifar10,vgg,apgd,1.5,baard,0.0,1.0,0.079
cifar10,vgg,apgd,1.5,baard,0.0,1.0,0.065
cifar10,vgg,apgd,1.5,baard,0.0,1.0,0.064
cifar10,vgg,apgd,1.5,baard,0.0,1.0,0.068
cifar10,vgg,apgd,1.5,fs,0.0,1.0,0.062
cifar10,vgg,apgd,1.5,fs,0.0,1.0,0.036000000000000004
cifar10,vgg,apgd,1.5,fs,0.0,1.0,0.042
cifar10,vgg,apgd,1.5,fs,0.0,1.0,0.044000000000000004
cifar10,vgg,apgd,1.5,fs,0.0,1.0,0.049
cifar10,vgg,apgd,1.5,lid,0.0,0.955,0.008
cifar10,vgg,apgd,1.5,lid,0.0,0.8740000000000001,0.002
cifar10,vgg,apgd,1.5,lid,0.0,0.971,0.006
cifar10,vgg,apgd,1.5,lid,0.0,0.9790000000000001,0.012
cifar10,vgg,apgd,1.5,lid,0.0,0.895,0.004
cifar10,vgg,apgd,1.5,magnet,0.0,1.0,0.002
cifar10,vgg,apgd,1.5,magnet,0.0,1.0,0.001
cifar10,vgg,apgd,1.5,magnet,0.0,1.0,0.004
cifar10,vgg,apgd,1.5,magnet,0.0,1.0,0.002
cifar10,vgg,apgd,1.5,magnet,0.0,1.0,0.0
cifar10,vgg,apgd,1.5,rc,0.0,0.0,0.004
cifar10,vgg,apgd,1.5,rc,0.0,0.0,0.004
cifar10,vgg,apgd,1.5,rc,0.0,0.0,0.002
cifar10,vgg,apgd,1.5,rc,0.0,0.0,0.005
cifar10,vgg,apgd,1.5,rc,0.0,0.0,0.001
cifar10,vgg,apgd,2.0,baard,0.0,1.0,0.057
cifar10,vgg,apgd,2.0,baard,0.0,1.0,0.079
cifar10,vgg,apgd,2.0,baard,0.0,1.0,0.065
cifar10,vgg,apgd,2.0,baard,0.0,1.0,0.064
cifar10,vgg,apgd,2.0,baard,0.0,1.0,0.068
cifar10,vgg,apgd,2.0,fs,0.0,1.0,0.062
cifar10,vgg,apgd,2.0,fs,0.0,1.0,0.036000000000000004
cifar10,vgg,apgd,2.0,fs,0.0,1.0,0.042
