data,model,attack,adv_param,defence,acc_no_def_mean,acc_no_def_std,acc_on_adv_mean,acc_on_adv_std,fpr_mean,fpr_std
cifar10,resnet,fgsm,0.3,baard,0.11639999999999999,0.01668232597691341,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.3,fs,0.11639999999999999,0.01668232597691341,0.2802,0.16503696555620503,0.0602,0.016961721610732797
cifar10,resnet,fgsm,0.3,lid,0.11639999999999999,0.01668232597691341,0.2778,0.2609888886523715,0.0048000000000000004,0.009148770409186144
cifar10,resnet,fgsm,0.3,magnet,0.11639999999999999,0.01668232597691341,0.9996,0.0008944271909999374,0.002,0.0
cifar10,resnet,fgsm,0.3,rc,0.11639999999999999,0.01668232597691341,0.11679999999999999,0.017683325479106022,0.003,0.0012247448713915891
cifar10,resnet,fgsm,0.6,baard,0.10740000000000001,0.007893034904268445,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,0.6,fs,0.10740000000000001,0.007893034904268445,0.293,0.23358617253596153,0.0602,0.016961721610732797
cifar10,resnet,fgsm,0.6,lid,0.10740000000000001,0.007893034904268445,0.2762,0.24872816487080834,0.005,0.008093207028119323
cifar10,resnet,fgsm,0.6,magnet,0.10740000000000001,0.007893034904268445,1.0,0.0,0.002,0.0
cifar10,resnet,fgsm,0.6,rc,0.10740000000000001,0.007893034904268445,0.1076,0.007127411872482187,0.003,0.0012247448713915891
cifar10,resnet,fgsm,1.0,baard,0.10499999999999998,0.009513148795220224,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,1.0,fs,0.10499999999999998,0.009513148795220224,0.2496,0.1883448964001945,0.0602,0.016961721610732797
cifar10,resnet,fgsm,1.0,lid,0.10499999999999998,0.009513148795220224,0.2826,0.23580564030573994,0.009000000000000001,0.009354143466934854
cifar10,resnet,fgsm,1.0,magnet,0.10499999999999998,0.009513148795220224,1.0,0.0,0.002,0.0
cifar10,resnet,fgsm,1.0,rc,0.10499999999999998,0.009513148795220224,0.10439999999999998,0.009914635646356348,0.003,0.0012247448713915891
cifar10,resnet,fgsm,1.5,baard,0.10499999999999998,0.009513148795220224,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,1.5,fs,0.10499999999999998,0.009513148795220224,0.2496,0.1883448964001945,0.0602,0.016961721610732797
cifar10,resnet,fgsm,1.5,lid,0.10499999999999998,0.009513148795220224,0.2764,0.23549055182745654,0.007400000000000001,0.008988882021697694
cifar10,resnet,fgsm,1.5,magnet,0.10499999999999998,0.009513148795220224,1.0,0.0,0.002,0.0
cifar10,resnet,fgsm,1.5,rc,0.10499999999999998,0.009513148795220224,0.10439999999999998,0.009914635646356348,0.003,0.0012247448713915891
cifar10,resnet,fgsm,2.0,baard,0.10499999999999998,0.009513148795220224,1.0,0.0,0.058800000000000005,0.014342245291445828
cifar10,resnet,fgsm,2.0,fs,0.10499999999999998,0.009513148795220224,0.2496,0.1883448964001945,0.0602,0.016961721610732797
cifar10,resnet,fgsm,2.0,lid,0.10499999999999998,0.009513148795220224,0.3056,0.22277410082861965,0.0066,0.006985699678629193
cifar10,resnet,fgsm,2.0,magnet,0.10499999999999998,0.009513148795220224,1.0,0.0,0.002,0.0
cifar10,resnet,fgsm,2.0,rc,0.10499999999999998,0.009513148795220224,0.10439999999999998,0.009914635646356348,0.003,0.0012247448713915891
cifar10,resnet,line,1.0,baard,0.7518,0.023026072179162485,0.7891999999999999,0.0171376777890121,0.058800000000000005,0.014342245291445828
cifar10,resnet,line,1.0,fs,0.7518,0.023026072179162485,0.8396000000000001,0.04550604355467524,0.0602,0.016961721610732797
cifar10,resnet,line,1.0,lid,0.7518,0.023026072179162485,0.7518,0.023026072179162485,0.0,0.0
cifar10,resnet,line,1.0,magnet,0.7518,0.023026072179162485,0.7556,0.01802220852171009,0.002,0.0
cifar10,resnet,line,1.0,rc,0.7518,0.023026072179162485,0.757,0.021965882636488777,0.003,0.0012247448713915891
